0,1,tuple_id_1,tuple_id_2
,,A956012,A984205
,,A956012,A997139
,,A956014,A962741
,,A956014,A968476
,,A956014,A974400
,,A956014,A980261
,,A956017,A973974
,,A956017,A982218
,,A956021,A969566
,,A956021,A990160
,,A956023,A965613
,,A956025,A972949
,,A956028,A961530
,,A956032,A973906
,,A956032,A993110
,,A956034,A972931
,,A956034,A975707
,,A956040,A961367
,,A956040,A993830
,,A956043,A956961
,,A956043,A967956
,,A956043,A976482
,,A956046,A994971
,,A956047,A957262
,,A956047,A966723
,,A956047,A977447
,,A956054,A957756
,,A956054,A973379
,,A956054,A980954
,,A956054,A992114
,,A956057,A973587
,,A956058,A976386
,,A956061,A980441
,,A956062,A993197
,,A956065,A957762
,,A956065,A968072
,,A956065,A985778
,,A956068,A992424
,,A956069,A987152
,,A956070,A966971
,,A956070,A971796
,,A956073,A974903
,,A956074,A966573
,,A956078,A959751
,,A956078,A970440
,,A956079,A981979
,,A956079,A983412
,,A956079,A983960
,,A956079,A988684
,,A956080,A962038
,,A956080,A974791
,,A956080,A977894
,,A956080,A979814
,,A956080,A985011
,,A956080,A993351
,,A956082,A984342
,,A956082,A997857
,,A956083,A956451
,,A956083,A976123
,,A956087,A959971
,,A956087,A966837
,,A956088,A962001
,,A956088,A970341
,,A956090,A967347
,,A956095,A995732
,,A956096,A968212
,,A956098,A967322
,,A956098,A979199
,,A956100,A998219
,,A956101,A994266
,,A956111,A958271
,,A956111,A972348
,,A956112,A979179
,,A956112,A991114
,,A956118,A964579
,,A956118,A966105
,,A956118,A967348
,,A956122,A964509
,,A956122,A969203
,,A956122,A970425
,,A956122,A974334
,,A956122,A984513
,,A956122,A989163
,,A956123,A968686
,,A956123,A979849
,,A956123,A998265
,,A956124,A998884
,,A956129,A990656
,,A956142,A965531
,,A956145,A978030
,,A956147,A963919
,,A956147,A964181
,,A956147,A986343
,,A956152,A976231
,,A956152,A983717
,,A956154,A985480
,,A956157,A990947
,,A956159,A976519
,,A956159,A983024
,,A956160,A978038
,,A956161,A990742
,,A956162,A996664
,,A956163,A988937
,,A956166,A965276
,,A956166,A965841
,,A956166,A978764
,,A956174,A988719
,,A956178,A994201
,,A956183,A987190
,,A956186,A978410
,,A956190,A960750
,,A956191,A958767
,,A956191,A972029
,,A956191,A979527
,,A956193,A978219
,,A956194,A973242
,,A956194,A979374
,,A956194,A991595
,,A956194,A994420
,,A956197,A997735
,,A956198,A965625
,,A956198,A995980
,,A956199,A992832
,,A956200,A965994
,,A956203,A974228
,,A956203,A989271
,,A956203,A991280
,,A956203,A995826
,,A956204,A956966
,,A956205,A956260
,,A956220,A971509
,,A956220,A972489
,,A956220,A974592
,,A956223,A976548
,,A956223,A993547
,,A956225,A960864
,,A956232,A966581
,,A956232,A971083
,,A956233,A958424
,,A956233,A962657
,,A956234,A980093
,,A956237,A964371
,,A956240,A957082
,,A956241,A979029
,,A956243,A975988
,,A956249,A965195
,,A956249,A982544
,,A956249,A988318
,,A956250,A968240
,,A956253,A988076
,,A956253,A991369
,,A956254,A998807
,,A956256,A996868
,,A956257,A957053
,,A956257,A988387
,,A956257,A995894
,,A956259,A969470
,,A956263,A966057
,,A956263,A992549
,,A956265,A977559
,,A956267,A977898
,,A956269,A979425
,,A956275,A975057
,,A956283,A957662
,,A956283,A963630
,,A956283,A996380
,,A956286,A959416
,,A956286,A960475
,,A956286,A973387
,,A956288,A971237
,,A956288,A980086
,,A956288,A990554
,,A956289,A974354
,,A956290,A987960
,,A956291,A992431
,,A956294,A998098
,,A956297,A987553
,,A956298,A966446
,,A956298,A966785
,,A956298,A978004
,,A956298,A980607
,,A956299,A991470
,,A956300,A979207
,,A956307,A974115
,,A956311,A965008
,,A956311,A992538
,,A956318,A962155
,,A956318,A989437
,,A956318,A992199
,,A956318,A993716
,,A956318,A996418
,,A956320,A968491
,,A956320,A980048
,,A956320,A994826
,,A956326,A983699
,,A956336,A960780
,,A956336,A991496
,,A956336,A998457
,,A956338,A996519
,,A956339,A991024
,,A956340,A959692
,,A956340,A962495
,,A956340,A967164
,,A956342,A995677
,,A956343,A959595
,,A956343,A969857
,,A956343,A989074
,,A956345,A981102
,,A956347,A984716
,,A956348,A979012
,,A956349,A960288
,,A956349,A965961
,,A956349,A969105
,,A956349,A974756
,,A956350,A960639
,,A956350,A982267
,,A956352,A960564
,,A956352,A976325
,,A956352,A987659
,,A956353,A982434
,,A956355,A987717
,,A956355,A988363
,,A956356,A980294
,,A956358,A987248
,,A956362,A979227
,,A956362,A979685
,,A956366,A971807
,,A956367,A972155
,,A956370,A985265
,,A956370,A990155
,,A956370,A996172
,,A956373,A992245
,,A956380,A967788
,,A956381,A956500
,,A956381,A966892
,,A956381,A996039
,,A956387,A994978
,,A956391,A979871
,,A956391,A991253
,,A956392,A994235
,,A956393,A994478
,,A956394,A986164
,,A956396,A970276
,,A956396,A981972
,,A956396,A985431
,,A956401,A968813
,,A956401,A986719
,,A956401,A989051
,,A956402,A975022
,,A956402,A979715
,,A956403,A961746
,,A956405,A967407
,,A956410,A987227
,,A956411,A960348
,,A956411,A971971
,,A956413,A960394
,,A956413,A988765
,,A956414,A978541
,,A956417,A978590
,,A956419,A963675
,,A956420,A985906
,,A956421,A959142
,,A956421,A967801
,,A956422,A959024
,,A956422,A986879
,,A956422,A989874
,,A956422,A994036
,,A956423,A985030
,,A956424,A957951
,,A956424,A959379
,,A956426,A966036
,,A956427,A977566
,,A956428,A964144
,,A956428,A973682
,,A956429,A961237
,,A956431,A995899
,,A956432,A957991
,,A956432,A962506
,,A956432,A971927
,,A956432,A988984
,,A956434,A965228
,,A956434,A982464
,,A956434,A994484
,,A956436,A961174
,,A956436,A978604
,,A956436,A992319
,,A956438,A958234
,,A956438,A962047
,,A956438,A978701
,,A956441,A990951
,,A956442,A970836
,,A956443,A966226
,,A956444,A967938
,,A956444,A979552
,,A956444,A990975
,,A956448,A975273
,,A956448,A978672
,,A956448,A988379
,,A956448,A989781
,,A956448,A993231
,,A956449,A966009
,,A956449,A968855
,,A956449,A977387
,,A956449,A978324
,,A956451,A976123
,,A956451,A976773
,,A956452,A959988
,,A956452,A998072
,,A956455,A989399
,,A956460,A976441
,,A956460,A978697
,,A956465,A963041
,,A956465,A971053
,,A956470,A968611
,,A956470,A996991
,,A956471,A986625
,,A956479,A956708
,,A956479,A968481
,,A956479,A968804
,,A956479,A975354
,,A956479,A978056
,,A956479,A981854
,,A956483,A979256
,,A956488,A973964
,,A956489,A990803
,,A956490,A969177
,,A956492,A963271
,,A956500,A966892
,,A956500,A996039
,,A956502,A961028
,,A956502,A974782
,,A956502,A976767
,,A956503,A968194
,,A956504,A956589
,,A956504,A975409
,,A956504,A981411
,,A956504,A983219
,,A956505,A987301
,,A956509,A958634
,,A956509,A981426
,,A956509,A996621
,,A956511,A994241
,,A956511,A997889
,,A956512,A978751
,,A956512,A991096
,,A956515,A973568
,,A956521,A960176
,,A956521,A960996
,,A956522,A960614
,,A956523,A972523
,,A956523,A978573
,,A956523,A979821
,,A956523,A980851
,,A956523,A982777
,,A956525,A958178
,,A956526,A993411
,,A956528,A961386
,,A956528,A968092
,,A956528,A996907
,,A956529,A964350
,,A956529,A973946
,,A956529,A978905
,,A956532,A960062
,,A956534,A973977
,,A956534,A998611
,,A956536,A959127
,,A956536,A969729
,,A956537,A979607
,,A956538,A987817
,,A956538,A989338
,,A956538,A998636
,,A956542,A965050
,,A956542,A966386
,,A956542,A985617
,,A956543,A998343
,,A956544,A993841
,,A956545,A980018
,,A956548,A986942
,,A956549,A977075
,,A956552,A964326
,,A956552,A969722
,,A956552,A972153
,,A956552,A998718
,,A956556,A963654
,,A956556,A998754
,,A956561,A970760
,,A956561,A988500
,,A956561,A989093
,,A956566,A996480
,,A956568,A974717
,,A956570,A977509
,,A956570,A992955
,,A956573,A960384
,,A956573,A994270
,,A956574,A983646
,,A956579,A960171
,,A956581,A966679
,,A956582,A980827
,,A956584,A984693
,,A956587,A964089
,,A956589,A975409
,,A956589,A981411
,,A956589,A983219
,,A956590,A968569
,,A956603,A984667
,,A956603,A991181
,,A956603,A997499
,,A956604,A977951
,,A956606,A961123
,,A956608,A970476
,,A956608,A976714
,,A956608,A983493
,,A956608,A985150
,,A956608,A997175
,,A956615,A976792
,,A956620,A976520
,,A956621,A969136
,,A956622,A987493
,,A956626,A964170
,,A956626,A993761
,,A956627,A975850
,,A956629,A982041
,,A956629,A995508
,,A956630,A983182
,,A956633,A975954
,,A956635,A980055
,,A956636,A979347
,,A956637,A969724
,,A956638,A984526
,,A956639,A966372
,,A956640,A981371
,,A956646,A960839
,,A956646,A962900
,,A956646,A971128
,,A956648,A959428
,,A956648,A988974
,,A956649,A956654
,,A956652,A994937
,,A956656,A969314
,,A956657,A960108
,,A956657,A962653
,,A956657,A968583
,,A956657,A972185
,,A956657,A988353
,,A956659,A973875
,,A956659,A984474
,,A956660,A956781
,,A956660,A988315
,,A956660,A998334
,,A956662,A982322
,,A956665,A967654
,,A956669,A960229
,,A956671,A977658
,,A956671,A985615
,,A956671,A998396
,,A956679,A975087
,,A956679,A977924
,,A956679,A986322
,,A956683,A995803
,,A956688,A964145
,,A956689,A975142
,,A956690,A964202
,,A956690,A981571
,,A956690,A987995
,,A956693,A980859
,,A956698,A991489
,,A956700,A959823
,,A956701,A966194
,,A956704,A959273
,,A956704,A997935
,,A956708,A968481
,,A956708,A968804
,,A956708,A975354
,,A956708,A978056
,,A956708,A981854
,,A956710,A966822
,,A956710,A974980
,,A956711,A966855
,,A956711,A973787
,,A956718,A976828
,,A956719,A963816
,,A956719,A970550
,,A956723,A966646
,,A956723,A967078
,,A956723,A967376
,,A956723,A970850
,,A956723,A972758
,,A956723,A983851
,,A956723,A994817
,,A956724,A990176
,,A956726,A980774
,,A956726,A986258
,,A956726,A992978
,,A956729,A969161
,,A956733,A960105
,,A956733,A981619
,,A956735,A974822
,,A956735,A980733
,,A956737,A972841
,,A956739,A989202
,,A956743,A969976
,,A956743,A982457
,,A956743,A998845
,,A956747,A974321
,,A956747,A974405
,,A956749,A996306
,,A956749,A997950
,,A956750,A986768
,,A956750,A997567
,,A956752,A970704
,,A956752,A977118
,,A956752,A978198
,,A956767,A964452
,,A956767,A979410
,,A956767,A988249
,,A956772,A980266
,,A956777,A988768
,,A956779,A962171
,,A956781,A988315
,,A956781,A998334
,,A956782,A982456
,,A956783,A972467
,,A956785,A958398
,,A956787,A960597
,,A956787,A976001
,,A956791,A974723
,,A956791,A976608
,,A956792,A979396
,,A956795,A966708
,,A956799,A978226
,,A956800,A959947
,,A956800,A990386
,,A956801,A963303
,,A956801,A987169
,,A956801,A996358
,,A956803,A965143
,,A956803,A972893
,,A956805,A987295
,,A956806,A965378
,,A956806,A971671
,,A956806,A997378
,,A956810,A987991
,,A956810,A995411
,,A956811,A973831
,,A956811,A983863
,,A956813,A968284
,,A956817,A979019
,,A956817,A981464
,,A956817,A985758
,,A956820,A976736
,,A956822,A969298
,,A956822,A978620
,,A956822,A987451
,,A956822,A988501
,,A956823,A965077
,,A956823,A990073
,,A956825,A980455
,,A956826,A975377
,,A956828,A974465
,,A956829,A959547
,,A956830,A959964
,,A956831,A977333
,,A956832,A958402
,,A956832,A961486
,,A956832,A970505
,,A956832,A975646
,,A956832,A986748
,,A956842,A992974
,,A956845,A967341
,,A956846,A965645
,,A956847,A977135
,,A956848,A975835
,,A956849,A964647
,,A956849,A985309
,,A956851,A957885
,,A956851,A974348
,,A956851,A996291
,,A956851,A996746
,,A956854,A971509
,,A956854,A974592
,,A956855,A961609
,,A956855,A962418
,,A956855,A980546
,,A956855,A997156
,,A956856,A962145
,,A956856,A978181
,,A956856,A984622
,,A956856,A996262
,,A956857,A959917
,,A956858,A957909
,,A956858,A959941
,,A956859,A984192
,,A956860,A970068
,,A956865,A994027
,,A956868,A964774
,,A956869,A966457
,,A956872,A982875
,,A956872,A988418
,,A956873,A978662
,,A956873,A979304
,,A956875,A977699
,,A956877,A975778
,,A956877,A978841
,,A956880,A971841
,,A956880,A989443
,,A956883,A963927
,,A956883,A967029
,,A956883,A978114
,,A956883,A987756
,,A956884,A997742
,,A956886,A989311
,,A956887,A992822
,,A956889,A973145
,,A956889,A998763
,,A956891,A979890
,,A956891,A997733
,,A956893,A975513
,,A956893,A979751
,,A956893,A996171
,,A956895,A965017
,,A956895,A990123
,,A956899,A975441
,,A956900,A968952
,,A956901,A972294
,,A956904,A989106
,,A956904,A998907
,,A956905,A957326
,,A956905,A970232
,,A956905,A988453
,,A956910,A958744
,,A956910,A976085
,,A956910,A978419
,,A956910,A978821
,,A956911,A966169
,,A956911,A966204
,,A956911,A974899
,,A956920,A965442
,,A956925,A977331
,,A956925,A994540
,,A956929,A967597
,,A956935,A973901
,,A956935,A984086
,,A956939,A980808
,,A956942,A965024
,,A956942,A983367
,,A956942,A983376
,,A956947,A996328
,,A956948,A959261
,,A956949,A960786
,,A956950,A962228
,,A956950,A983298
,,A956954,A981832
,,A956956,A964139
,,A956956,A988188
,,A956959,A991133
,,A956961,A967956
,,A956961,A976482
,,A956962,A979448
,,A956963,A958886
,,A956967,A961528
,,A956967,A971160
,,A956979,A965911
,,A956979,A966966
,,A956979,A970953
,,A956979,A985277
,,A956979,A996709
,,A956979,A996784
,,A956980,A985354
,,A956986,A970085
,,A956986,A991043
,,A956989,A993174
,,A956993,A974482
,,A956994,A960362
,,A956995,A957081
,,A956995,A963371
,,A956999,A996042
,,A957003,A964087
,,A957004,A970339
,,A957004,A998387
,,A957006,A966612
,,A957007,A970072
,,A957007,A975141
,,A957007,A978658
,,A957011,A998662
,,A957016,A982035
,,A957021,A983443
,,A957021,A986636
,,A957023,A963152
,,A957023,A971557
,,A957024,A959479
,,A957026,A963283
,,A957026,A971972
,,A957026,A990071
,,A957027,A990362
,,A957029,A994186
,,A957030,A984996
,,A957030,A986922
,,A957030,A998982
,,A957031,A969881
,,A957031,A984896
,,A957032,A958749
,,A957032,A961499
,,A957036,A986562
,,A957037,A958434
,,A957038,A988209
,,A957041,A975259
,,A957042,A964632
,,A957044,A976934
,,A957044,A977498
,,A957044,A979310
,,A957047,A957501
,,A957047,A985533
,,A957048,A975408
,,A957051,A972224
,,A957051,A975224
,,A957051,A990244
,,A957051,A994781
,,A957053,A988387
,,A957053,A995894
,,A957054,A965676
,,A957054,A975660
,,A957054,A997511
,,A957056,A962312
,,A957056,A990163
,,A957057,A971788
,,A957057,A985605
,,A957057,A991497
,,A957064,A993095
,,A957068,A983136
,,A957068,A996345
,,A957070,A964188
,,A957070,A973517
,,A957071,A992539
,,A957074,A986197
,,A957074,A986304
,,A957074,A987575
,,A957079,A982114
,,A957081,A963371
,,A957086,A976198
,,A957091,A972644
,,A957091,A973777
,,A957091,A978185
,,A957091,A995614
,,A957092,A974937
,,A957092,A996891
,,A957094,A964873
,,A957095,A984098
,,A957098,A991919
,,A957099,A977235
,,A957107,A962345
,,A957108,A968313
,,A957110,A960585
,,A957110,A970804
,,A957112,A985860
,,A957115,A980883
,,A957115,A992109
,,A957116,A987049
,,A957117,A984767
,,A957121,A990089
,,A957126,A962681
,,A957127,A962603
,,A957128,A967446
,,A957128,A980907
,,A957130,A968473
,,A957136,A964261
,,A957136,A971995
,,A957137,A969295
,,A957137,A989052
,,A957138,A983696
,,A957141,A974556
,,A957141,A977791
,,A957141,A989066
,,A957142,A963145
,,A957144,A984162
,,A957157,A986127
,,A957160,A975356
,,A957161,A970536
,,A957161,A970652
,,A957161,A973716
,,A957161,A975648
,,A957162,A959271
,,A957165,A959726
,,A957166,A988647
,,A957169,A981039
,,A957170,A995486
,,A957171,A975130
,,A957173,A966040
,,A957178,A979979
,,A957181,A985085
,,A957183,A959268
,,A957186,A960009
,,A957187,A983786
,,A957189,A982988
,,A957189,A989614
,,A957197,A995478
,,A957198,A980666
,,A957198,A984131
,,A957205,A980282
,,A957206,A971961
,,A957215,A993074
,,A957216,A967580
,,A957217,A965640
,,A957225,A962460
,,A957227,A974808
,,A957229,A968548
,,A957229,A981190
,,A957229,A993444
,,A957230,A981556
,,A957232,A977813
,,A957234,A962693
,,A957234,A984922
,,A957236,A977932
,,A957240,A977456
,,A957242,A960071
,,A957242,A972969
,,A957243,A967929
,,A957243,A973246
,,A957243,A983867
,,A957244,A994179
,,A957248,A965021
,,A957248,A968405
,,A957251,A965132
,,A957251,A997841
,,A957252,A961196
,,A957252,A984669
,,A957254,A973025
,,A957254,A978371
,,A957256,A959778
,,A957256,A977596
,,A957257,A998222
,,A957259,A965795
,,A957259,A992365
,,A957260,A964341
,,A957262,A966723
,,A957262,A977447
,,A957263,A996708
,,A957269,A962168
,,A957269,A966741
,,A957269,A972900
,,A957270,A962879
,,A957271,A970861
,,A957272,A968934
,,A957272,A971545
,,A957272,A973110
,,A957272,A982211
,,A957275,A962772
,,A957275,A976159
,,A957276,A968556
,,A957276,A974086
,,A957276,A990669
,,A957277,A962943
,,A957277,A989179
,,A957278,A986238
,,A957280,A990811
,,A957282,A991401
,,A957283,A966834
,,A957283,A972415
,,A957284,A977947
,,A957284,A985601
,,A957286,A965384
,,A957286,A968820
,,A957289,A995815
,,A957292,A969648
,,A957292,A981458
,,A957292,A993773
,,A957293,A973239
,,A957294,A960785
,,A957297,A974804
,,A957297,A986773
,,A957300,A960309
,,A957300,A988183
,,A957301,A968296
,,A957301,A971623
,,A957303,A973754
,,A957303,A975887
,,A957305,A960771
,,A957306,A975124
,,A957306,A983902
,,A957307,A964358
,,A957307,A969095
,,A957307,A970214
,,A957311,A958488
,,A957311,A969761
,,A957312,A965745
,,A957312,A989716
,,A957312,A996258
,,A957313,A974489
,,A957313,A995673
,,A957316,A959831
,,A957320,A959696
,,A957321,A980243
,,A957325,A968160
,,A957325,A977501
,,A957326,A970232
,,A957326,A988453
,,A957327,A964410
,,A957327,A980140
,,A957327,A995638
,,A957328,A963009
,,A957330,A982973
,,A957334,A966000
,,A957336,A997683
,,A957337,A961295
,,A957337,A962142
,,A957337,A964920
,,A957337,A973879
,,A957337,A990904
,,A957339,A984576
,,A957344,A958104
,,A957344,A980614
,,A957348,A984637
,,A957358,A966023
,,A957358,A974216
,,A957361,A969003
,,A957362,A998524
,,A957363,A983587
,,A957364,A970477
,,A957364,A975614
,,A957364,A994512
,,A957366,A972514
,,A957374,A986560
,,A957376,A962851
,,A957376,A998333
,,A957377,A981287
,,A957378,A986928
,,A957378,A991536
,,A957380,A983189
,,A957383,A959891
,,A957384,A980446
,,A957385,A964841
,,A957386,A971805
,,A957386,A974669
,,A957386,A977000
,,A957386,A995056
,,A957386,A996851
,,A957400,A984842
,,A957401,A959526
,,A957401,A986558
,,A957402,A969662
,,A957407,A991926
,,A957409,A980941
,,A957410,A984606
,,A957412,A981797
,,A957417,A959888
,,A957417,A979647
,,A957419,A959361
,,A957421,A978054
,,A957421,A990633
,,A957422,A987346
,,A957424,A971358
,,A957427,A966173
,,A957427,A998898
,,A957428,A964682
,,A957430,A981742
,,A957433,A981189
,,A957433,A983949
,,A957437,A997577
,,A957441,A969234
,,A957442,A971712
,,A957442,A973026
,,A957451,A963973
,,A957451,A996752
,,A957459,A996331
,,A957461,A993988
,,A957463,A983735
,,A957463,A985563
,,A957467,A981760
,,A957470,A978465
,,A957471,A970098
,,A957475,A970703
,,A957476,A979380
,,A957476,A989453
,,A957482,A960905
,,A957482,A968235
,,A957482,A981905
,,A957482,A982547
,,A957486,A989869
,,A957489,A990041
,,A957495,A963499
,,A957496,A965370
,,A957496,A980452
,,A957501,A985533
,,A957503,A977462
,,A957503,A990535
,,A957508,A972867
,,A957508,A978748
,,A957509,A961493
,,A957509,A968169
,,A957509,A994721
,,A957511,A987505
,,A957511,A998865
,,A957512,A966221
,,A957516,A994812
,,A957518,A966964
,,A957518,A976707
,,A957519,A994489
,,A957520,A981517
,,A957521,A964991
,,A957522,A963455
,,A957522,A970259
,,A957522,A982697
,,A957523,A984902
,,A957525,A976947
,,A957525,A992144
,,A957526,A982418
,,A957526,A998777
,,A957527,A970716
,,A957530,A971329
,,A957534,A971692
,,A957534,A978921
,,A957534,A990832
,,A957536,A969474
,,A957537,A970514
,,A957537,A998668
,,A957539,A977555
,,A957539,A983462
,,A957540,A960544
,,A957540,A975528
,,A957541,A957864
,,A957541,A985374
,,A957543,A970549
,,A957543,A980011
,,A957544,A995900
,,A957546,A959001
,,A957546,A982862
,,A957546,A998737
,,A957550,A959556
,,A957550,A961420
,,A957550,A986756
,,A957550,A991359
,,A957555,A969446
,,A957555,A972021
,,A957557,A982107
,,A957558,A993469
,,A957566,A982644
,,A957566,A986092
,,A957569,A984420
,,A957570,A991436
,,A957571,A996849
,,A957572,A957804
,,A957572,A967366
,,A957572,A980133
,,A957572,A992449
,,A957572,A993262
,,A957577,A986321
,,A957577,A989020
,,A957577,A991647
,,A957578,A974244
,,A957581,A961110
,,A957582,A965327
,,A957582,A986852
,,A957589,A959782
,,A957591,A965358
,,A957591,A970185
,,A957592,A993957
,,A957592,A997491
,,A957596,A978857
,,A957597,A978303
,,A957598,A962688
,,A957598,A986594
,,A957599,A969606
,,A957599,A997856
,,A957600,A969218
,,A957600,A979481
,,A957600,A984269
,,A957606,A964069
,,A957607,A965258
,,A957609,A965061
,,A957609,A983653
,,A957609,A986033
,,A957610,A990453
,,A957610,A991098
,,A957610,A996605
,,A957612,A957989
,,A957612,A981238
,,A957612,A988590
,,A957614,A965041
,,A957614,A973535
,,A957615,A962496
,,A957615,A975355
,,A957618,A961159
,,A957619,A994780
,,A957620,A964157
,,A957620,A966528
,,A957624,A985529
,,A957626,A961973
,,A957626,A969053
,,A957628,A975645
,,A957628,A975727
,,A957629,A963387
,,A957629,A983523
,,A957633,A959016
,,A957634,A974852
,,A957634,A982280
,,A957635,A969755
,,A957637,A965723
,,A957640,A965761
,,A957642,A963827
,,A957642,A976577
,,A957643,A979412
,,A957645,A968529
,,A957647,A962731
,,A957652,A959108
,,A957656,A958618
,,A957656,A992283
,,A957656,A994193
,,A957657,A963843
,,A957657,A977921
,,A957657,A992607
,,A957660,A976635
,,A957660,A993065
,,A957662,A963630
,,A957662,A996380
,,A957664,A962742
,,A957664,A965013
,,A957666,A960832
,,A957669,A981382
,,A957670,A971857
,,A957671,A960655
,,A957671,A983912
,,A957671,A994916
,,A957678,A963071
,,A957678,A974165
,,A957679,A976067
,,A957681,A983468
,,A957685,A983711
,,A957685,A990202
,,A957686,A985591
,,A957689,A978380
,,A957694,A960983
,,A957697,A973582
,,A957697,A976495
,,A957699,A960958
,,A957699,A961320
,,A957699,A964786
,,A957699,A980550
,,A957700,A995105
,,A957701,A971890
,,A957702,A978704
,,A957704,A976593
,,A957711,A995609
,,A957714,A993928
,,A957717,A970887
,,A957717,A983225
,,A957722,A964856
,,A957722,A972770
,,A957725,A971111
,,A957732,A981335
,,A957732,A984639
,,A957734,A959094
,,A957735,A964391
,,A957735,A989237
,,A957737,A988239
,,A957738,A964571
,,A957738,A983926
,,A957740,A970793
,,A957740,A983897
,,A957744,A984439
,,A957744,A989868
,,A957750,A987280
,,A957751,A973701
,,A957755,A982281
,,A957756,A973379
,,A957756,A992114
,,A957757,A982484
,,A957759,A957803
,,A957759,A989010
,,A957761,A982199
,,A957761,A985738
,,A957761,A990970
,,A957761,A998289
,,A957762,A968072
,,A957762,A985778
,,A957763,A972182
,,A957763,A983979
,,A957766,A960184
,,A957767,A981543
,,A957769,A974353
,,A957771,A971244
,,A957771,A979972
,,A957773,A984370
,,A957776,A971043
,,A957776,A995652
,,A957776,A998824
,,A957777,A982983
,,A957778,A965246
,,A957780,A973698
,,A957782,A975695
,,A957782,A997119
,,A957783,A960450
,,A957784,A981942
,,A957784,A988010
,,A957786,A958813
,,A957786,A996440
,,A957791,A971747
,,A957797,A998460
,,A957799,A998706
,,A957801,A993484
,,A957803,A989010
,,A957804,A967366
,,A957804,A980133
,,A957804,A992449
,,A957804,A993262
,,A957806,A963714
,,A957807,A988874
,,A957809,A971356
,,A957811,A973704
,,A957813,A973982
,,A957813,A995306
,,A957816,A958663
,,A957816,A998491
,,A957820,A967605
,,A957820,A986677
,,A957822,A972621
,,A957822,A979009
,,A957824,A958856
,,A957824,A995197
,,A957825,A987787
,,A957825,A989171
,,A957826,A976333
,,A957826,A979361
,,A957828,A961291
,,A957828,A977956
,,A957828,A994969
,,A957829,A959591
,,A957829,A975597
,,A957833,A977207
,,A957833,A982379
,,A957835,A981418
,,A957838,A987396
,,A957841,A965857
,,A957843,A963979
,,A957843,A988390
,,A957845,A997375
,,A957847,A961652
,,A957847,A982656
,,A957847,A985185
,,A957847,A986687
,,A957847,A992256
,,A957850,A960431
,,A957850,A972277
,,A957851,A979252
,,A957851,A996497
,,A957856,A974386
,,A957856,A979681
,,A957856,A986809
,,A957857,A988420
,,A957863,A997243
,,A957864,A985374
,,A957867,A968371
,,A957872,A960311
,,A957879,A970699
,,A957880,A993299
,,A957885,A974348
,,A957885,A996291
,,A957885,A996746
,,A957887,A960465
,,A957890,A992906
,,A957891,A993740
,,A957892,A983068
,,A957894,A960448
,,A957894,A996602
,,A957896,A973317
,,A957900,A969720
,,A957900,A996958
,,A957902,A971039
,,A957907,A995551
,,A957907,A998767
,,A957909,A959941
,,A957910,A958823
,,A957910,A971322
,,A957916,A966431
,,A957925,A983603
,,A957929,A961454
,,A957932,A962438
,,A957932,A988989
,,A957933,A958425
,,A957933,A964128
,,A957933,A975856
,,A957933,A995965
,,A957937,A970019
,,A957941,A985154
,,A957943,A982002
,,A957943,A990906
,,A957947,A960549
,,A957948,A986962
,,A957950,A969193
,,A957950,A970444
,,A957950,A991674
,,A957950,A995083
,,A957951,A959379
,,A957953,A993264
,,A957959,A961444
,,A957959,A961488
,,A957959,A973179
,,A957959,A978250
,,A957961,A981208
,,A957962,A967999
,,A957962,A975216
,,A957962,A992809
,,A957964,A974432
,,A957966,A986869
,,A957967,A986589
,,A957968,A965915
,,A957969,A959706
,,A957969,A995166
,,A957969,A997526
,,A957971,A964997
,,A957976,A967625
,,A957980,A991026
,,A957981,A982431
,,A957983,A993925
,,A957987,A966631
,,A957987,A988355
,,A957989,A981238
,,A957989,A988590
,,A957991,A962506
,,A957991,A971927
,,A957991,A988984
,,A957992,A962563
,,A957992,A970073
,,A957994,A978991
,,A957994,A982958
,,A957996,A966142
,,A957999,A963706
,,A958001,A959363
,,A958003,A989189
,,A958004,A961581
,,A958004,A966925
,,A958007,A984163
,,A958011,A961987
,,A958011,A985190
,,A958011,A989535
,,A958015,A977126
,,A958015,A994416
,,A958015,A997268
,,A958017,A964513
,,A958017,A970264
,,A958017,A976464
,,A958017,A980300
,,A958021,A970281
,,A958025,A985955
,,A958027,A990380
,,A958027,A993767
,,A958029,A974562
,,A958031,A961958
,,A958031,A968377
,,A958031,A977679
,,A958031,A979099
,,A958031,A988219
,,A958035,A982864
,,A958035,A983081
,,A958036,A984822
,,A958036,A991380
,,A958036,A991381
,,A958037,A965204
,,A958037,A993513
,,A958038,A974220
,,A958038,A976766
,,A958038,A983234
,,A958041,A969776
,,A958041,A969940
,,A958041,A978154
,,A958042,A959020
,,A958042,A971400
,,A958042,A978332
,,A958042,A988092
,,A958042,A993222
,,A958043,A963193
,,A958050,A969672
,,A958051,A981412
,,A958053,A986871
,,A958053,A997666
,,A958054,A964437
,,A958054,A970171
,,A958055,A965597
,,A958055,A990593
,,A958056,A964671
,,A958056,A973810
,,A958068,A981230
,,A958073,A982848
,,A958074,A984299
,,A958074,A986152
,,A958076,A959190
,,A958077,A958952
,,A958078,A983870
,,A958081,A992066
,,A958084,A970556
,,A958085,A965766
,,A958085,A967283
,,A958085,A972749
,,A958086,A965274
,,A958087,A991589
,,A958088,A986551
,,A958090,A989000
,,A958090,A993603
,,A958090,A998344
,,A958092,A958222
