0,1
A954854,A926268
A954854,A954351
A954854,A954854
A954859,A909269
A954859,A910436
A954859,A944234
A954859,A954859
A954863,A913755
A954863,A918494
A954863,A922845
A954863,A932051
A954863,A954863
A954863,A988506
A954863,A990817
A954865,A938541
A954865,A947876
A954865,A954865
A954865,A978090
A954871,A934482
A954871,A953147
A954871,A954871
A954872,A913843
A954872,A934129
A954872,A946334
A954872,A954872
A954872,A955431
A954872,A960773
A954872,A961949
A954872,A969366
A954872,A980209
A954872,A984075
A954887,A954887
A954887,A969437
A954888,A954888
A954893,A954893
A954893,A982283
A954896,A942870
A954896,A944085
A954896,A954896
A954896,A987629
A954896,A996238
A954901,A929063
A954901,A933616
A954901,A954901
A954901,A973830
A954901,A998474
A954903,A940583
A954903,A954903
A954914,A911274
A954914,A941622
A954914,A954914
A954914,A990321
A954918,A940784
A954918,A944558
A954918,A954918
A954918,A997853
A954919,A921302
A954919,A928688
A954919,A949066
A954919,A954919
A954919,A968512
A954919,A975298
A954919,A979976
A954919,A990719
A954919,A997972
A954938,A912719
A954938,A954938
A954938,A975099
A954938,A986732
A954938,A996701
A954946,A911587
A954946,A954946
A954946,A969254
A954946,A975876
A954946,A994139
A954951,A946351
A954951,A954951
A954951,A979846
A954951,A991321
A954953,A954953
A954956,A918365
A954956,A945878
A954956,A951703
A954956,A953630
A954956,A954956
A954956,A966022
A954956,A984589
A954956,A989227
A954956,A994574
A954959,A929303
A954959,A932396
A954959,A954959
A954959,A957035
A954959,A979240
A954961,A948789
A954961,A954961
A954965,A954965
A954971,A941596
A954971,A953749
A954971,A954971
A954971,A972783
A954971,A992020
A954975,A945952
A954975,A954975
A954975,A955928
A954975,A959741
A954975,A965617
A954981,A929477
A954981,A954981
A954982,A921006
A954982,A934834
A954982,A954982
A954982,A972006
A954982,A976938
A954982,A998988
A954985,A934240
A954985,A954985
A954986,A926999
A954986,A954986
A954986,A964176
A954986,A974319
A954988,A954988
A954989,A919316
A954989,A950865
A954989,A954989
A954989,A973131
A954989,A980803
A954989,A981961
A954989,A982563
A954994,A954994
A954997,A954997
A955001,A929777
A955001,A955001
A955002,A955002
A955005,A955005
A955005,A964136
A955005,A974509
A955015,A933759
A955015,A955015
A955015,A962470
A955015,A996141
A955025,A937838
A955025,A955025
A955025,A974163
A955031,A955031
A955035,A955035
A955035,A963050
A955035,A965177
A955035,A966511
A955035,A991980
A955042,A955042
A955045,A932194
A955045,A937026
A955045,A953264
A955045,A955045
A955053,A926294
A955053,A955053
A955053,A955198
A955053,A981786
A955053,A998113
A955054,A955054
A955060,A906169
A955060,A916660
A955060,A918607
A955060,A938310
A955060,A955060
A955060,A962899
A955060,A973470
A955060,A981847
A955060,A997136
A955064,A955064
A955064,A959903
A955069,A913406
A955069,A947920
A955069,A948468
A955069,A955069
A955069,A959111
A955069,A969576
A955069,A972235
A955069,A981601
A955069,A998428
A955071,A906808
A955071,A929939
A955071,A955071
A955073,A918122
A955073,A929704
A955073,A934499
A955073,A955073
A955076,A937348
A955076,A955076
A955076,A980588
A955078,A955078
A955081,A955081
A955086,A955086
A955091,A912016
A955091,A929268
A955091,A930178
A955091,A942885
A955091,A947222
A955091,A953041
A955091,A955091
A955091,A966215
A955091,A971480
A955091,A976232
A955091,A984428
A955092,A955092
A955093,A955093
A955097,A951925
A955097,A955097
A955098,A928489
A955098,A949841
A955098,A955098
A955098,A976018
A955099,A925321
A955099,A955099
A955099,A971404
A955099,A976111
A955099,A995194
A955105,A933335
A955105,A955105
A955109,A917945
A955109,A930449
A955109,A937698
A955109,A955062
A955109,A955109
A955109,A970666
A955112,A930678
A955112,A940569
A955112,A955112
A955112,A977698
A955112,A983663
A955125,A955125
A955125,A995985
A955126,A916634
A955126,A927490
A955126,A955126
A955126,A962565
A955126,A981608
A955126,A986374
A955132,A937897
A955132,A945484
A955132,A955132
A955133,A908608
A955133,A934923
A955133,A940009
A955133,A946504
A955133,A955133
A955133,A991250
A955133,A993320
A955136,A914804
A955136,A920099
A955136,A921162
A955136,A935395
A955136,A951963
A955136,A955136
A955136,A975050
A955158,A948518
A955158,A955158
A955159,A925917
A955159,A955159
A955162,A918572
A955162,A931144
A955162,A940482
A955162,A950079
A955162,A955162
A955162,A992613
A955165,A924327
A955165,A955165
A955165,A972907
A955166,A955166
A955168,A907096
A955168,A955168
A955168,A965401
A955169,A930974
A955169,A941707
A955169,A955169
A955169,A963475
A955169,A980871
A955171,A955171
A955171,A981465
A955172,A955172
A955172,A993067
A955173,A955173
A955181,A947383
A955181,A955181
A955181,A975634
A955182,A905165
A955182,A921234
A955182,A938967
A955182,A955182
A955182,A969053
A955189,A934355
A955189,A940655
A955189,A954297
A955189,A955189
A955193,A923168
A955193,A955193
A955193,A968233
A955197,A911295
A955197,A955197
A955197,A985051
A955207,A906509
A955207,A914323
A955207,A920508
A955207,A930876
A955207,A944491
A955207,A951608
A955207,A955207
A955207,A964308
A955207,A971017
A955207,A986338
A955207,A988331
A955207,A989534
A955207,A998044
A955209,A955209
A955209,A982144
A955214,A926490
A955214,A931600
A955214,A955214
A955215,A955215
A955220,A955220
A955226,A955226
A955227,A955227
A955227,A965063
A955227,A979735
A955227,A982000
A955232,A922560
A955232,A930844
A955232,A955232
A955232,A956671
A955232,A962579
A955232,A977658
A955232,A985615
A955232,A998396
A955235,A908731
A955235,A922123
A955235,A937362
A955235,A946866
A955235,A955235
A955235,A964262
A955235,A992294
A955248,A955248
A955248,A986533
A955255,A955255
A955256,A913173
A955256,A926307
A955256,A939065
A955256,A955256
A955259,A955259
A955259,A976351
A955259,A980130
A955259,A981162
A955259,A986700
A955264,A937392
A955264,A955264
A955264,A973991
A955264,A974393
A955264,A985871
A955264,A995100
A955279,A909125
A955279,A952626
A955279,A955279
A955279,A970984
A955279,A971015
A955279,A988741
A955283,A912348
A955283,A949145
A955283,A955283
A955283,A955665
A955283,A977050
A955283,A984875
A955283,A988615
A955293,A933817
A955293,A955293
A955293,A966608
A955293,A978163
A955299,A955299
A955305,A947833
A955305,A955305
A955308,A907582
A955308,A909502
A955308,A912792
A955308,A920149
A955308,A937358
A955308,A943276
A955308,A955308
A955308,A967738
A955310,A955310
A955310,A982599
A955315,A952321
A955315,A955315
A955319,A955319
A955321,A931430
A955321,A944677
A955321,A955321
A955322,A955322
A955322,A961302
A955322,A975183
A955322,A978901
A955323,A955323
A955326,A911462
A955326,A955326
A955326,A978754
A955326,A983626
A955327,A915289
A955327,A953020
A955327,A955327
A955327,A988008
A955327,A991409
A955328,A904960
A955328,A920358
A955328,A938290
A955328,A955328
A955328,A960794
A955328,A970613
A955340,A955340
A955345,A926257
A955345,A955345
A955347,A906212
A955347,A955347
A955363,A955363
A955369,A938860
A955369,A955369
A955369,A956136
A955372,A941299
A955372,A955372
A955380,A955380
A955380,A958571
A955381,A909032
A955381,A915964
A955381,A921276
A955381,A923105
A955381,A955381
A955383,A955383
A955385,A928908
A955385,A943291
A955385,A955385
A955385,A963287
A955385,A965768
A955385,A975376
A955385,A978062
A955386,A955386
A955387,A908416
A955387,A912099
A955387,A914164
A955387,A915203
A955387,A924752
A955387,A926926
A955387,A949401
A955387,A955387
A955387,A959527
A955389,A955389
A955397,A913870
A955397,A955397
A955398,A955398
A955398,A961476
A955398,A981504
A955400,A904937
A955400,A925520
A955400,A929840
A955400,A942453
A955400,A955400
A955403,A955403
A955404,A908824
A955404,A950044
A955404,A955404
A955404,A964174
A955404,A990786
A955406,A946292
A955406,A955406
A955415,A922163
A955415,A955415
A955416,A932218
A955416,A946335
A955416,A955416
A955416,A987255
A955421,A912892
A955421,A913806
A955421,A931191
A955421,A955421
A955422,A924024
A955422,A955422
A955422,A972081
A955422,A980718
A955422,A985107
A955422,A995137
A955423,A929288
A955423,A955423
A955429,A911590
A955429,A928037
A955429,A937050
A955429,A947139
A955429,A955429
A955433,A955433
A955435,A906219
A955435,A930352
A955435,A955435
A955435,A957555
A955435,A972021
A955437,A955437
A955440,A955440
A955445,A955445
A955451,A910825
A955451,A912963
A955451,A936959
A955451,A955451
A955451,A996274
A955457,A933382
A955457,A941446
A955457,A955457
A955457,A962025
A955458,A924008
A955458,A943784
A955458,A955458
A955458,A964156
A955458,A978992
A955458,A997615
A955460,A909815
A955460,A930404
A955460,A955460
A955460,A965473
A955461,A955461
A955464,A955464
A955465,A955465
A955465,A969982
A955465,A972432
A955466,A955466
A955468,A946665
A955468,A955468
A955472,A949659
A955472,A955472
A955472,A989088
A955476,A929705
A955476,A937671
A955476,A955476
A955477,A941729
A955477,A955477
A955480,A905521
A955480,A955480
A955480,A996370
A955481,A955481
A955494,A955494
A955496,A955496
A955501,A936110
A955501,A951085
A955501,A955501
A955501,A962293
A955501,A962734
A955501,A968964
A955501,A975111
A955501,A986326
A955501,A988782
A955502,A955502
A955504,A924572
A955504,A955504
A955506,A913539
A955506,A940195
A955506,A955506
A955506,A963422
A955506,A983997
A955506,A984489
A955509,A922459
A955509,A928018
A955509,A955509
A955510,A955510
A955510,A980482
A955510,A985405
A955510,A998829
A955515,A945660
A955515,A955515
A955515,A956791
A955515,A976608
A955515,A995035
A955516,A955516
A955532,A909655
A955532,A947320
A955532,A955532
A955532,A981373
A955532,A995862
A955533,A923858
A955533,A950752
A955533,A954502
A955533,A955533
A955533,A970642
A955533,A977413
A955533,A980053
A955533,A981384
A955533,A984609
A955533,A990404
A955543,A911174
A955543,A955543
A955544,A955544
A955546,A955546
A955547,A955547
A955548,A955548
A955551,A939400
A955551,A955551
A955551,A993083
A955559,A937996
A955559,A955559
A955559,A984629
A955563,A955563
A955563,A978666
A955564,A955564
A955564,A955690
A955564,A968946
A955564,A971610
A955564,A991174
A955565,A939866
A955565,A955565
A955566,A910251
A955566,A926898
A955566,A955566
A955575,A955575
A955582,A955582
A955585,A909808
A955585,A912224
A955585,A914709
A955585,A918873
A955585,A924771
A955585,A925292
A955585,A933186
A955585,A935432
A955585,A940077
A955585,A942948
A955585,A943123
A955585,A949295
A955585,A950105
A955585,A954278
A955585,A955585
A955585,A966444
A955585,A969413
A955585,A987411
A955590,A950649
A955590,A955590
A955590,A961422
A955591,A910346
A955591,A932530
A955591,A934512
A955591,A955591
A955592,A943543
A955592,A955592
A955592,A995096
A955596,A908307
A955596,A913093
A955596,A955596
A955598,A955598
A955598,A995039
A955600,A955600
A955600,A960477
A955604,A932776
A955604,A947561
A955604,A955604
A955604,A977975
A955606,A923529
A955606,A926277
A955606,A955606
A955606,A966510
A955606,A972607
A955613,A955613
A955613,A956508
A955613,A957316
A955613,A959831
A955614,A908621
A955614,A920607
A955614,A939757
A955614,A955614
A955614,A955918
A955614,A961509
A955614,A986272
A955614,A998189
A955623,A955623
A955623,A978309
A955627,A955627
A955627,A998330
A955628,A906535
A955628,A953910
A955628,A953942
A955628,A955628
A955628,A962501
A955628,A970343
A955632,A905894
A955632,A921952
A955632,A930038
A955632,A930041
A955632,A933341
A955632,A940397
A955632,A955632
A955632,A967181
A955632,A970531
A955632,A989018
A955632,A995481
A955632,A998891
A955633,A955633
A955636,A955636
A955643,A955643
A955647,A932759
A955647,A955647
A955647,A983272
A955647,A987106
A955651,A955651
A955660,A920229
A955660,A955660
A955660,A980754
A955660,A990890
A955661,A955661
A955663,A955663
A955667,A905387
A955667,A922927
A955667,A955667
A955667,A964424
A955667,A982155
A955672,A916505
A955672,A922922
A955672,A924036
A955672,A925857
A955672,A927024
A955672,A935099
A955672,A942794
A955672,A943092
A955672,A955672
A955672,A960479
A955672,A966670
A955686,A915912
A955686,A918138
A955686,A919269
A955686,A919294
A955686,A923290
A955686,A933671
A955686,A951455
A955686,A955686
A955686,A957516
A955686,A983821
A955686,A994812
A955691,A930664
A955691,A939759
A955691,A944738
A955691,A951349
A955691,A955691
A955691,A994717
A955695,A955695
A955696,A955696
A955701,A928057
A955701,A955701
A955701,A990697
A955701,A997891
A955702,A941547
A955702,A946498
A955702,A955702
A955702,A960995
A955702,A970047
A955702,A980676
A955702,A995410
A955708,A934996
A955708,A947493
A955708,A955708
A955708,A993986
A955711,A921191
A955711,A955711
A955711,A972007
A955711,A977171
A955711,A997126
A955713,A912177
A955713,A927394
A955713,A942240
A955713,A955713
A955713,A988735
A955719,A933974
A955719,A943379
A955719,A955719
A955719,A963265
A955719,A981752
A955720,A936288
A955720,A948237
A955720,A955720
A955720,A984611
A955720,A988039
A955723,A928184
A955723,A955723
A955723,A963518
A955723,A971467
A955723,A992320
A955726,A920669
A955726,A954564
A955726,A955726
A955726,A961135
A955726,A969356
A955726,A974704
A955729,A955729
A955733,A946905
A955733,A955733
A955733,A965422
A955734,A938465
A955734,A955734
A955748,A938339
A955748,A955748
A955748,A972539
A955748,A987210
A955750,A949189
A955750,A955750
A955757,A922156
A955757,A944792
A955757,A955757
A955757,A959065
A955757,A963550
A955757,A984125
A955759,A915926
A955759,A955759
A955759,A972926
A955759,A979818
A955759,A990877
A955760,A955760
A955760,A960317
A955764,A955764
A955765,A932874
A955765,A936403
A955765,A955765
A955765,A985479
A955771,A955771
A955775,A955775
A955776,A930367
A955776,A955776
A955776,A956193
A955776,A978219
A955776,A979121
A955781,A906700
A955781,A911352
A955781,A912238
A955781,A914460
A955781,A955781
A955791,A955791
A955793,A937424
A955793,A955793
A955793,A960124
A955793,A996153
A955796,A912115
A955796,A930719
A955796,A955796
A955800,A955800
A955800,A997727
A955801,A924355
A955801,A955801
A955801,A970245
A955801,A993236
A955807,A955807
A955809,A955809
A955809,A995707
A955811,A955811
A955812,A955812
A955812,A993277
A955824,A955824
A955825,A955825
A955836,A914351
A955836,A943527
A955836,A955836
A955836,A976811
A955836,A985892
A955837,A906501
A955837,A906592
A955837,A910534
A955837,A955837
A955837,A957861
A955837,A959605
A955838,A915540
A955838,A915804
A955838,A955838
A955840,A910682
A955840,A955840
A955840,A958813
A955840,A996440
A955841,A955841
A955842,A923578
A955842,A945779
A955842,A955842
A955842,A986609
A955843,A955843
A955843,A959544
A955854,A915253
A955854,A924080
A955854,A933424
A955854,A937774
A955854,A955854
A955854,A962656
A955855,A955855
A955859,A954927
A955859,A955859
A955859,A997999
A955863,A955863
A955863,A977347
A955869,A907360
A955869,A909083
A955869,A932738
A955869,A934568
A955869,A943280
A955869,A955869
A955869,A957900
A955869,A969720
A955869,A996958
A955870,A952471
A955870,A955870
A955887,A917878
A955887,A922641
A955887,A945287
A955887,A955887
A955887,A965655
A955887,A966436
A955887,A980995
A955887,A996295
A955889,A917460
A955889,A955889
A955890,A955890
A955892,A955892
A955892,A997720
A955900,A955900
A955907,A955907
A955907,A981838
A955912,A955912
A955912,A963691
A955912,A977031
A955912,A979058
A955912,A997130
A955914,A935750
A955914,A943341
A955914,A955914
A955914,A987805
A955914,A994427
A955923,A931734
A955923,A955923
A955925,A945701
A955925,A955925
A955927,A955927
A955927,A993928
A955933,A952431
A955933,A955933
A955933,A963212
A955933,A997632
A955934,A955934
A955934,A979030
A955935,A905442
A955935,A922826
A955935,A941943
A955935,A955935
A955939,A907080
A955939,A915377
A955939,A933166
A955939,A939272
A955939,A951936
A955939,A955939
A955939,A965007
A955939,A969521
A955939,A986842
A955939,A995184
A955956,A955956
A955958,A955958
A955959,A955959
A955959,A996607
A955963,A929988
A955963,A950956
A955963,A955963
A955967,A947409
A955967,A955967
A955967,A998103
A955970,A941823
A955970,A955970
A955972,A919335
A955972,A920101
A955972,A946362
A955972,A946525
A955972,A955972
A955972,A974213
A955972,A974689
A955972,A975792
A955972,A985666
A955973,A955973
A955976,A955976
A955979,A955979
A955980,A908584
A955980,A946736
A955980,A951802
A955980,A953599
A955980,A955980
A955980,A959766
A955980,A965345
A955982,A955982
A955982,A961800
A955982,A965294
A955983,A955983
A955983,A982415
A955985,A955985
A955987,A919908
A955987,A955987
A955987,A973178
A955987,A996424
A955988,A955988
A955994,A926950
A955994,A955994
A955994,A982744
A955994,A987082
A955994,A992140
A955995,A928577
A955995,A955995
A955995,A967982
A955995,A993207
A956004,A911996
A956004,A952202
A956004,A956004
A956009,A956009
A956009,A963883
A956009,A969070
A956013,A938605
A956013,A955241
A956013,A956013
A956013,A995337
A956018,A956018
A956027,A916444
A956027,A918658
A956027,A925698
A956027,A937281
A956027,A942218
A956027,A946824
A956027,A956027
A956027,A958512
A956027,A959405
A956027,A969406
A956027,A974988
A956027,A979876
A956027,A981157
A956027,A984898
A956027,A990119
A956027,A991971
A956033,A956033
A956033,A957289
A956033,A995815
A956037,A909983
A956037,A925707
A956037,A950485
A956037,A956037
A956037,A962647
A956039,A918609
A956039,A956039
A956042,A919331
A956042,A928944
A956042,A933262
A956042,A937343
A956042,A956042
A956048,A956048
A956051,A956051
A956052,A906084
A956052,A944384
A956052,A956052
A956052,A976376
A956053,A922383
A956053,A927220
A956053,A929523
A956053,A940367
A956053,A956053
A956053,A957755
A956053,A957987
A956053,A966631
A956053,A970646
A956053,A972583
A956053,A980861
A956053,A982281
A956053,A987321
A956053,A988355
A956053,A990943
A956055,A932671
A956055,A936200
A956055,A950189
A956055,A956055
A956055,A977165
A956059,A946104
A956059,A956059
A956059,A977408
A956059,A998317
A956063,A916983
A956063,A917201
A956063,A919276
A956063,A920374
A956063,A937260
A956063,A946189
A956063,A949599
A956063,A950798
A956063,A956063
A956063,A966195
A956063,A967149
A956063,A987895
A956064,A956064
A956072,A956072
A956072,A975934
A956075,A956075
A956077,A918259
A956077,A954265
A956077,A956077
A956081,A956081
A956086,A956086
A956089,A956089
A956092,A956092
A956102,A956102
A956105,A927595
A956105,A956105
A956109,A916918
A956109,A956109
A956109,A974954
A956114,A942720
A956114,A956114
A956115,A917707
A956115,A956115
A956115,A988336
A956116,A956116
A956117,A953873
A956117,A956117
A956117,A993715
A956120,A950680
A956120,A952076
A956120,A956120
A956125,A956125
A956125,A974519
A956127,A956127
A956128,A917790
A956128,A956128
A956128,A968295
A956133,A934915
A956133,A943999
A956133,A948650
A956133,A956133
A956138,A956138
A956141,A919055
A956141,A956141
A956143,A912771
A956143,A951144
A956143,A956143
A956143,A965424
A956143,A986900
A956146,A956146
A956148,A924389
A956148,A956148
A956149,A915719
A956149,A956149
A956151,A956151
A956158,A932621
A956158,A956158
A956164,A956164
A956164,A996011
A956165,A956165
A956165,A985508
A956168,A935331
A956168,A943552
A956168,A956168
A956170,A956170
A956172,A956172
A956173,A919820
A956173,A932215
A956173,A954534
A956173,A956173
A956173,A985564
A956173,A993945
A956184,A914443
A956184,A918608
A956184,A924972
A956184,A930955
A956184,A940716
A956184,A956184
A956184,A957416
A956184,A981703
A956184,A987533
A956185,A922920
A956185,A947119
A956185,A956185
A956188,A956188
A956189,A956189
A956192,A956192
A956195,A925080
A956195,A953991
A956195,A956195
A956195,A980989
A956195,A998249
A956211,A956211
A956211,A968790
A956212,A956212
A956216,A952128
A956216,A956216
A956216,A982577
A956217,A916459
A956217,A942634
A956217,A956217
A956222,A909436
A956222,A933764
A956222,A956222
A956222,A959389
A956224,A905657
A956224,A922839
A956224,A956224
A956224,A963945
A956224,A985486
A956230,A909106
A956230,A925374
A956230,A949024
A956230,A956230
A956230,A968992
A956235,A905216
A956235,A907597
A956235,A926770
A956235,A950874
A956235,A953985
A956235,A956235
A956236,A956236
A956238,A908836
A956238,A910332
A956238,A925892
A956238,A926555
A956238,A955217
A956238,A956238
A956238,A965558
A956238,A966890
A956238,A968732
A956238,A996336
A956239,A956239
A956246,A956246
A956246,A960228
A956246,A972598
A956246,A990423
A956251,A913521
A956251,A920920
A956251,A936003
A956251,A956251
A956251,A983143
A956255,A908035
A956255,A909543
A956255,A956255
A956264,A914912
A956264,A956264
A956270,A917184
A956270,A934760
A956270,A948624
A956270,A952110
A956270,A956270
A956270,A961529
A956270,A963598
A956270,A992238
A956270,A996136
A956271,A956271
A956279,A956279
A956280,A956280
A956281,A956281
A956285,A917700
A956285,A940393
A956285,A956285
A956285,A994786
A956287,A956287
A956293,A956293
A956293,A967131
A956295,A956295
A956296,A928981
A956296,A937647
A956296,A956296
A956296,A963094
A956296,A967885
A956306,A910372
A956306,A931327
A956306,A956306
A956314,A921946
A956314,A956314
A956314,A969869
A956314,A971710
A956315,A908144
A956315,A934123
A956315,A945064
A956315,A956315
A956315,A967324
A956315,A979828
A956315,A985999
A956317,A914684
A956317,A916682
A956317,A956317
A956317,A967340
A956317,A980940
A956317,A992175
A956321,A956321
A956324,A918808
A956324,A922781
A956324,A951972
A956324,A956324
A956324,A960570
A956324,A990430
A956324,A993822
A956325,A956325
A956325,A975701
A956325,A987315
A956327,A956327
A956327,A956889
A956364,A950911
A956364,A956364
A956364,A986574
A956368,A956368
A956376,A911191
A956376,A953252
A956376,A956021
A956376,A956376
A956376,A969566
A956376,A988077
A956376,A990160
A956378,A956378
A956378,A971949
A956379,A956379
A956384,A956384
A956385,A956385
A956386,A956386
A956389,A956389
A956406,A918958
A956406,A922867
A956406,A948765
A956406,A956406
A956406,A990465
A956407,A906914
A956407,A909112
A956407,A937752
A956407,A956407
A956407,A959660
A956407,A977922
A956407,A989699
A956409,A956409
A956409,A973143
A956409,A986401
A956425,A956425
A956437,A918750
A956437,A938652
A956437,A946150
A956437,A956437
A956437,A980365
A956439,A956439
A956440,A915792
A956440,A956440
A956440,A976791
A956445,A956445
A956453,A921448
A956453,A956453
A956453,A960040
A956453,A962598
A956453,A987369
A956457,A956457
A956457,A967391
A956459,A935447
A956459,A943970
A956459,A946994
A956459,A954410
A956459,A956459
A956459,A959543
A956459,A965929
A956459,A974389
A956459,A987509
A956459,A989280
A956459,A989306
A956462,A956462
A956462,A987272
A956462,A995180
A956467,A908208
A956467,A920639
A956467,A925685
A956467,A956467
A956467,A995620
A956468,A911591
A956468,A915932
A956468,A933670
A956468,A951150
A956468,A956468
A956468,A956971
A956468,A964963
A956468,A976082
A956468,A986528
A956468,A992045
A956468,A996178
A956469,A956469
A956472,A956472
A956473,A911259
A956473,A932709
A956473,A956473
A956474,A915106
A956474,A956474
A956475,A956475
A956475,A968082
A956477,A956477
A956477,A968970
A956480,A943172
A956480,A956480
A956480,A987219
A956484,A932778
A956484,A956484
A956484,A964900
A956491,A906344
A956491,A917400
A956491,A927505
A956491,A938535
A956491,A955047
A956491,A956491
A956491,A957229
A956491,A968548
A956491,A981190
A956491,A990201
A956491,A993444
A956491,A998071
A956493,A956493
A956493,A959763
A956501,A909355
A956501,A950774
A956501,A956501
A956501,A960252
A956501,A961877
A956501,A963066
A956501,A990759
A956506,A919109
A956506,A949101
A956506,A956506
A956507,A907581
A956507,A918605
A956507,A926729
A956507,A944377
A956507,A956507
A956507,A969795
A956507,A982287
A956508,A955613
A956508,A956508
A956508,A957316
A956508,A959831
A956510,A956510
A956519,A956519
A956520,A943298
A956520,A956520
A956520,A975790
A956520,A985832
A956520,A987857
A956520,A990745
A956530,A956530
A956533,A956533
A956547,A924261
A956547,A941765
A956547,A944102
A956547,A956547
A956550,A915321
A956550,A956550
A956550,A964189
A956550,A992911
A956550,A998010
A956550,A998789
A956553,A923104
A956553,A956553
A956557,A929617
A956557,A956557
A956557,A969652
A956558,A956558
A956560,A956560
A956560,A998639
A956563,A956563
A956563,A963414
A956563,A996826
A956565,A956565
A956565,A979388
A956569,A920278
A956569,A929169
A956569,A956569
A956569,A965977
A956569,A968810
A956569,A975455
A956575,A956575
A956575,A987448
A956580,A926932
A956580,A956580
A956580,A977181
A956583,A956583
A956583,A976429
A956585,A907420
A956585,A908310
A956585,A914630
A956585,A923945
A956585,A956585
A956585,A960420
A956591,A956591
A956597,A955376
A956597,A956597
A956600,A923283
A956600,A956600
A956601,A956601
A956601,A961635
A956607,A936009
A956607,A949487
A956607,A953472
A956607,A956607
A956609,A956609
A956612,A956612
A956614,A945729
A956614,A956614
A956614,A971375
A956616,A936827
A956616,A944485
A956616,A951220
A956616,A956616
A956624,A946083
A956624,A948844
A956624,A956624
A956628,A920628
A956628,A932423
A956628,A932869
A956628,A935043
A956628,A940861
A956628,A954977
A956628,A956628
A956628,A990040
A956631,A956631
A956631,A969519
A956653,A907134
A956653,A946225
A956653,A947918
A956653,A952283
A956653,A956653
A956653,A994529
A956653,A994637
A956655,A956655
A956655,A989149
A956658,A956658
A956661,A956661
A956664,A936750
A956664,A954394
A956664,A956664
A956664,A978197
A956664,A984738
A956667,A916442
A956667,A928244
A956667,A956667
A956667,A960802
A956667,A972371
A956672,A950795
A956672,A956672
A956674,A956674
A956674,A961401
A956674,A962680
A956675,A907548
A956675,A956675
A956677,A951948
A956677,A956677
A956677,A990895
A956677,A997544
A956681,A956681
A956685,A913891
A956685,A930501
A956685,A934147
A956685,A942220
A956685,A948404
A956685,A956685
A956694,A936565
A956694,A956694
A956694,A993792
A956712,A914015
A956712,A956712
A956713,A936798
A956713,A956713
A956715,A929484
A956715,A954598
A956715,A956715
A956716,A956716
A956716,A956735
A956716,A974822
A956716,A980733
A956721,A933602
A956721,A956721
A956725,A928159
A956725,A956725
A956727,A956727
A956731,A920262
A956731,A945112
A956731,A956731
A956731,A971940
A956731,A991474
A956731,A991673
A956732,A942533
A956732,A956732
A956732,A968534
A956732,A980506
A956732,A981737
A956732,A988339
A956734,A954384
A956734,A956734
A956741,A956741
A956755,A912443
A956755,A956755
A956755,A969684
A956755,A993359
A956756,A948703
A956756,A956756
A956758,A956758
A956761,A909567
A956761,A923502
A956761,A934617
A956761,A956761
A956762,A956762
A956763,A909936
A956763,A944991
A956763,A956763
A956765,A956765
A956766,A932526
A956766,A956766
A956766,A980936
A956771,A956771
A956771,A964736
A956771,A986705
A956773,A956773
A956776,A933361
A956776,A956776
A956788,A956788
A956796,A913199
A956796,A956796
A956796,A982731
A956807,A906944
A956807,A908455
A956807,A913054
A956807,A928484
A956807,A943202
A956807,A952107
A956807,A956807
A956807,A958291
A956809,A929445
A956809,A956809
A956812,A909961
A956812,A956812
A956814,A956814
A956815,A919302
A956815,A951819
A956815,A956815
A956816,A956816
A956821,A927524
A956821,A956821
A956827,A956827
A956836,A956836
A956836,A969873
A956837,A956837
A956838,A956838
A956841,A956841
A956841,A997019
A956843,A914569
A956843,A934300
A956843,A939321
A956843,A944550
A956843,A956843
A956843,A982039
A956843,A983283
A956853,A956853
A956864,A921844
A956864,A956864
A956864,A962969
A956867,A905097
A956867,A918212
A956867,A929125
A956867,A931693
A956867,A956867
A956867,A965602
A956867,A996816
A956870,A909853
A956870,A956870
A956876,A936993
A956876,A956876
A956876,A965323
A956876,A971604
A956876,A984986
A956890,A905022
A956890,A933254
A956890,A936497
A956890,A948323
A956890,A956890
A956890,A991329
A956894,A949122
A956894,A956894
A956894,A965467
A956906,A918536
A956906,A918611
A956906,A956906
A956907,A946429
A956907,A956907
A956907,A978880
A956913,A956913
A956914,A910429
A956914,A916663
A956914,A956914
A956914,A957279
A956914,A957968
A956914,A965915
A956921,A919620
A956921,A926411
A956921,A956328
A956921,A956921
A956924,A909371
A956924,A944578
A956924,A947821
A956924,A956924
A956928,A925079
A956928,A947138
A956928,A952866
A956928,A955537
A956928,A956928
A956928,A982298
A956928,A984285
A956932,A956932
A956932,A983186
A956932,A983188
A956936,A938540
A956936,A956936
A956946,A956946
A956951,A931718
A956951,A951117
A956951,A956951
A956951,A958994
A956951,A963141
A956951,A986610
A956952,A956952
A956969,A956969
A956969,A992792
A956970,A906806
A956970,A910569
A956970,A956970
A956971,A911591
A956971,A915932
A956971,A933670
A956971,A951150
A956971,A956468
A956971,A956971
A956971,A964963
A956971,A976082
A956971,A986528
A956971,A992045
A956971,A996178
A956972,A914235
A956972,A956972
A956978,A930189
A956978,A934613
A956978,A956978
A956978,A984671
A956978,A986427
A956978,A992802
A956978,A992850
A956981,A956981
A956982,A956982
A956987,A942141
A956987,A956987
A956987,A996678
A956988,A922354
A956988,A943671
A956988,A948715
A956988,A956988
A956988,A965190
A956988,A978406
A956992,A930210
